filename	dccAccession	size	cell	antibody	dataType	view	filename	localfile	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	dateResubmitted	grant	setType	control	labExpId	treatment	protocol
peakSeq.optimal.wgEncodeHaibTfbsHepg2Tcf12Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	wgEncodeEH001544	290K	HepG2	TCF12	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Tcf12Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Tcf12Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	GSM803336	3381693b3d23bb961e43ec10fdcc4b1d	2010-06-07	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Tcf12Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL593	bigBed		Myers	exp		SL1060	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsGm12878Stat3IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	wgEncodeEH001811	402K	GM12878	STAT3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878Stat3IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878Stat3IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	GSM935557	2bc28fe8f67f5d4f8bc34895facbf6e4	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Stat3IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb	PeakSeq	hub	wgEncodeEH000706	bigBed		Snyder	exp	IgG-mus		None	
peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputPravastStdAlnRep0.bb	wgEncodeEH000642	74K	HepG2	SREBP1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputPravastStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputPravastStdAlnRep0.bb	GSM935315	75761639083149e9596dfcc81637f788	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputPravastStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000640	bigBed		Snyder	exp	std		pravastatin	
peakSeq.optimal.wgEncodeHaibTfbsGm12878Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep1.bb	wgEncodeEH001657	1002K	GM12878	YY1_-SC-281-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep1.bb	GSM803406	bddb689cbbeac11e4048f668818bff24	2011-02-15	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Yy1V0416101AlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep1.bb	PeakSeq	hub	SL1394	bigBed		Myers	exp		SL1475	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000699	538K	HeLa-S3	E2F1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935484	59beee47f0907f716b29078c9efeda26	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeSydhTfbsHelas3Tr4StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000687	410K	HeLa-S3	TR4	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Tr4StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Tr4StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935369	e457230822d483cbcaeed63931dbc80b	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Tr4StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputInslnStdAlnRep0.bb	wgEncodeEH000759	338K	HepG2	SREBP1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputInslnStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputInslnStdAlnRep0.bb	GSM935627	f6cc6a6cc65176392a052327119462b7	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputInslnStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000756	bigBed		Snyder	exp	std		insulin	
peakSeq.optimal.wgEncodeSydhTfbsK562CebpbIggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	wgEncodeEH001821	1.6M	K562	CEBPB	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562CebpbIggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562CebpbIggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	GSM935499	5fbd1f04023c7f1dfa514d15999ed6f6	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562CebpbIggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001795	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001636	394K	H1-hESC	POU5F1_-SC-9081-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803438	ab530648df3cd9aa0c1d61cf475af2f4	2011-01-11	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL2548	None	v041610.2
peakSeq.optimal.wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	wgEncodeEH001842	3.0M	HepG2	MafK_-ab50322-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	GSM935305	829908bf58e2535b15417e4c23479eca	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001791	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeSydhTfbsK562TbpIggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.bb	wgEncodeEH001825	1.1M	K562	TBP	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562TbpIggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562TbpIggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.bb	GSM935495	9fcd46264c4a0bfab66995434763face	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562TbpIggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.bb	PeakSeq	hub	wgEncodeEH000726	bigBed		Snyder	exp	IgG-mus		None	
peakSeq.optimal.wgEncodeHaibTfbsK562Bclaf1m33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	wgEncodeEH001571	314K	K562	BCLAF1_-M33-P5B11-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Bclaf1m33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Bclaf1m33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	GSM803515	e361a7f05c2f439b5fd689ef16ae392c	2010-09-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Bclaf1m33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	PeakSeq	hub	SL2455	bigBed		Myers	exp		SL1273	None	PCR1x
peakSeq.optimal.wgEncodeHaibTfbsK562Six5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	wgEncodeEH001483	418K	K562	SIX5	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Six5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Six5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	GSM803383	ea222edab4c789ab88998ad4ac594bd2	2009-10-26	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Six5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL518	bigBed	2010-06-16	Myers	exp		SL842	None	PCR1x
peakSeq.optimal.wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001514	866K	H1-hESC	Pol2-4H8	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803484	340a7a783f694ce8324a43683c804b51	2010-12-22	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL969	bigBed		Myers	exp		SL979	None	v041610.2
peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa1c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	wgEncodeEH001594	2.0M	HepG2	FOXA1_-C-20-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa1c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa1c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	GSM803461	1f33fec43c5470c5ba92062c316791df	2010-12-08	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Foxa1c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1400	bigBed		Myers	exp		SL1786	None	v041610.1
peakSeq.optimal.wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	wgEncodeEH000751	290K	HepG2	ERRA	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	GSM935621	1464c978e704544d51244fe88c8ceaf7	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000755	bigBed		Snyder	exp	std		forskolin	
peakSeq.optimal.wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001528	426K	H1-hESC	SIX5	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803405	c29a0f05be3af06a6b20638c632c6fbf	2010-04-22	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL969	bigBed		Myers	exp		SL1162	None	PCR1x
peakSeq.optimal.wgEncodeHaibTfbsK562Zbtb33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	wgEncodeEH001569	426K	K562	ZBTB33	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Zbtb33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Zbtb33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	GSM803504	056050705b0e49c455f0a9bc0442f3c9	2010-09-16	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Zbtb33Pcr1xAlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	PeakSeq	hub	SL2455	bigBed		Myers	exp		SL1114	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsHelas3Zzz3StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH001872	290K	HeLa-S3	ZZZ3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Zzz3StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Zzz3StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935416	2b9080fde6938237bbef3585e481ad05	2010-08-17	Harvard-Weissman-	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Zzz3StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001517	1.2M	GM12878	Pol2-4H8	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803485	92e2c8a828ddc2b0e1581eaf853c370d	2010-01-08	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL517	bigBed	2010-06-07	Myers	exp		SL748	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	wgEncodeEH001836	2.4M	H1-hESC	Rad21	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	GSM935379	ac516167b234eea2d3430a701ff0443a	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001834	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeHaibTfbsK562GabpV0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	wgEncodeEH001604	730K	K562	GABP	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562GabpV0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562GabpV0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	GSM803524	9dc512dd574c19f5d7fd6d62dcb77d82	2010-12-08	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562GabpV0416101AlnRep0_vs_wgEncodeHaibTfbsK562ControlV0416101AlnRep0.bb	PeakSeq	hub	SL2455	bigBed		Myers	exp		SL3356	None	v041610.1
peakSeq.optimal.wgEncodeUchicagoTfbsK562Enr4a1ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	wgEncodeEH001212	242K	K562	eGFP-NR4A1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeUchicagoTfbsK562Enr4a1ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeUchicagoTfbsK562Enr4a1ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	GSM777637	fdf361303c024f878d28488d51ef70d4	2011-01-27	UChicago	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeUchicagoTfbsK562Enr4a1ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	PeakSeq	hub	K562/Input/Control	bigBed		White	exp	Control			
peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2aPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	wgEncodeEH001565	994K	GM12878	MEF2A	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2aPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2aPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	GSM803511	822b7340b1b0d4a1ce4e1985deeb028c	2010-09-15	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2aPcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1613	bigBed		Myers	exp		SL1425	None	PCR1x
peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2csc13268Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	wgEncodeEH001648	594K	GM12878	MEF2C_-SC-13268-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2csc13268Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2csc13268Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	GSM803420	b6d6ebc56e515387c4617aa25246b3dc	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Mef2csc13268Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1613	bigBed		Myers	exp		SL1654	None	v041610.1
