LncRNA_GeneId	LncRNA_Txid	Hg19_coordinates	No_Exons	LncRNA_tx_size	LncRNA_IntronS_size	category	GeneId_Cod.Pot	Genc_polyA	DiTAG5p3p,DiTAG5p,DiTAG3p
ENSG00000236963.1	ENST00000426428.1	chr1:20687072-20755275	12	2993	65200	intergenic	10.56	1	0,0,0
ENSG00000236963.1	ENST00000418743.1	chr1:20724598-20755232	5	785	29846	intergenic	-7.19	0	0,0,0
ENSG00000236963.1	ENST00000423486.1	chr1:20725209-20757727	5	354	32161	intergenic	0	0	0,1,0
ENSG00000226487.1	ENST00000421114.1	chr1:20738797-20739746	3	376	572	intergenic	2.24	0	0,0,0
ENSG00000233069.1	ENST00000436642.1	chr1:21059373-21060445	2	299	773	intergenic	0.35	0	0,0,1
ENSG00000203394.2	ENST00000413451.1	chr1:21069480-21070455	2	572	403	exonic	-6.77	0	0,0,0
ENSG00000236936.1	ENST00000416959.1	chr1:21592575-21593744	3	723	445	intronic	6.22	0	0,0,1
ENSG00000231105.1	ENST00000449034.1	chr1:21619783-21626267	3	2479	4004	exonic	0.01	0	0,0,0
ENSG00000236009.1	ENST00000444647.1	chr1:21742391-21743985	3	607	986	intergenic	2.47	0	0,0,0
ENSG00000236009.1	ENST00000423921.1	chr1:21742815-21743867	3	605	446	intergenic	2.47	0	0,0,0
ENSG00000233431.1	ENST00000457706.1	chr1:21912965-21917680	2	821	3894	intergenic	5.81	0	0,0,0
ENSG00000228397.1	ENST00000455966.1	chr1:22350487-22351461	2	615	359	intergenic	-1.21	1	0,1,1
ENSG00000218510.3	ENST00000434233.1	chr1:22351681-22357396	2	809	4906	intergenic	5.64	0	0,1,1
ENSG00000218510.3	ENST00000420503.1	chr1:22352004-22357293	3	771	4517	intergenic	5.64	0	0,1,0
ENSG00000218510.3	ENST00000404210.2	chr1:22352027-22357713	4	1045	4639	intergenic	4.92	1	1,1,1
ENSG00000218510.3	ENST00000416769.1	chr1:22352027-22357716	2	1054	4635	intergenic	5.64	1	1,1,1
ENSG00000218510.3	ENST00000452322.1	chr1:22354832-22357105	2	374	1899	intergenic	-2.14	0	0,1,0
ENSG00000230068.1	ENST00000431803.1	chr1:22385690-22390692	2	690	4312	intronic	-8.27	0	0,0,1
ENSG00000237200.1	ENST00000438551.1	chr1:22843967-22846201	2	273	1961	intronic	0	0	0,0,0
ENSG00000225952.1	ENST00000419644.1	chr1:23162206-23163342	2	480	656	intronic	4.20	0	0,0,0
ENSG00000227868.1	ENST00000440767.1	chr1:23337327-23340538	2	530	2681	intergenic	7.22	1	0,0,1
ENSG00000235052.1	ENST00000451217.1	chr1:23875630-23877406	2	456	1320	intergenic	-2.58	0	0,0,1
ENSG00000247296.1	ENST00000499591.1	chr1:23940283-23945957	2	1729	3945	intergenic	4.10	0	0,0,1
ENSG00000236810.1	ENST00000427796.1	chr1:24086872-24104777	4	1074	16829	exonic	-10.76	0	0,1,0
ENSG00000236810.1	ENST00000447961.1	chr1:24098101-24098887	3	459	326	intergenic	0	0	0,1,1
ENSG00000232557.1	ENST00000411815.1	chr1:24233601-24234375	2	210	564	intronic	0	0	0,0,0
ENSG00000225315.1	ENST00000439239.1	chr1:24367343-24413289	4	437	45507	exonic	4.20	0	0,0,1
ENSG00000230703.1	ENST00000429191.1	chr1:24393264-24410055	3	461	16329	intronic	0	0	0,0,0
ENSG00000230023.1	ENST00000439059.1	chr1:24526730-24538183	3	1850	9602	intergenic	1.20	0	1,1,1
ENSG00000232298.1	ENST00000446220.1	chr1:24620477-24648420	3	2337	25605	intronic	2.20	0	0,1,0
ENSG00000232298.1	ENST00000437965.1	chr1:24634046-24648391	5	856	13486	intronic	1.50	0	0,1,0
ENSG00000231779.1	ENST00000445805.1	chr1:24863138-24865371	2	420	1813	exonic	0	0	0,0,0
ENSG00000229162.1	ENST00000456316.1	chr1:25287836-25289588	3	820	931	intronic	1.00	0	0,0,0
ENSG00000233755.1	ENST00000424084.1	chr1:25370198-25439610	3	490	68921	intergenic	-1.36	0	0,0,0
ENSG00000233755.1	ENST00000429666.1	chr1:25436949-25439611	2	614	2048	intergenic	3.19	0	0,0,1
ENSG00000231953.1	ENST00000455902.1	chr1:25534630-25535360	2	420	310	intergenic	0	0	0,0,1
ENSG00000227985.1	ENST00000450820.1	chr1:25579798-25594376	2	777	13801	intergenic	-8.69	0	0,0,1
ENSG00000225643.1	ENST00000412797.1	chr1:25907969-25916847	2	483	8395	intergenic	2.35	0	0,0,1
ENSG00000233478.1	ENST00000436991.1	chr1:25971035-25985602	2	2224	12343	intronic	7.02	0	0,0,0
ENSG00000236528.1	ENST00000455431.1	chr1:26186104-26189911	2	849	2958	exonic	6.15	0	0,1,1
ENSG00000236782.1	ENST00000407889.2	chr1:26496438-26498156	4	694	1022	exonic	14.26	0	0,1,1
ENSG00000236782.1	ENST00000414762.1	chr1:26496671-26497304	2	447	186	exonic	0	0	1,1,1
ENSG00000236782.1	ENST00000433939.1	chr1:26496671-26498229	3	721	836	exonic	14.26	0	0,1,1
ENSG00000236782.1	ENST00000444682.1	chr1:26496685-26497864	2	623	556	exonic	11.68	0	0,0,1
ENSG00000236782.1	ENST00000448923.1	chr1:26496983-26498312	3	492	836	exonic	14.26	0	0,1,0
ENSG00000225375.1	ENST00000457019.1	chr1:26575392-26580855	2	580	4883	intronic	-7.51	0	0,0,0
ENSG00000225891.1	ENST00000423060.1	chr1:26789247-26793773	4	529	3995	intronic	-1.20	0	0,0,0
ENSG00000226698.1	ENST00000448791.1	chr1:27202624-27204736	2	306	1806	intergenic	-5.08	0	0,1,1
ENSG00000224311.1	ENST00000425205.1	chr1:27555597-27560843	3	379	4866	intergenic	0	0	0,0,0
ENSG00000240397.1	ENST00000474826.1	chr1:27633257-27634278	2	418	603	exonic	-5.12	0	0,1,0
ENSG00000241169.1	ENST00000492975.1	chr1:27783709-27786093	2	428	1956	intronic	-6.40	0	0,1,1
ENSG00000237429.1	ENST00000443579.1	chr1:27852316-27857072	2	283	4473	intergenic	-3.90	0	1,1,1
ENSG00000233975.1	ENST00000440492.1	chr1:27986839-27989233	2	441	1953	intergenic	-0.92	1	0,1,1
ENSG00000225886.1	ENST00000430683.1	chr1:27995979-27996787	2	489	319	intronic	-6.08	0	0,0,0
ENSG00000227050.1	ENST00000448015.1	chr1:28265386-28286704	5	491	20824	exonic	10.50	0	0,1,0
ENSG00000237895.1	ENST00000450821.1	chr1:28356225-28357423	2	507	691	intronic	-5.15	0	0,0,0
ENSG00000245178.1	ENST00000499627.1	chr1:28835514-28837109	2	1561	34	exonic	-5.57	0	0,0,1
ENSG00000197989.8	ENST00000464612.1	chr1:28905050-28907522	4	719	1751	exonic	0.65	1	0,0,1
ENSG00000197989.8	ENST00000475441.1	chr1:28905050-28907741	5	444	2244	exonic	0.98	1	1,1,1
ENSG00000197989.8	ENST00000531126.1	chr1:28905050-28908346	6	719	2573	exonic	6.44	1	1,1,1
ENSG00000197989.8	ENST00000461448.1	chr1:28905050-28908354	4	1629	1673	exonic	6.44	1	1,1,1
ENSG00000197989.8	ENST00000470977.1	chr1:28905050-28908384	5	1098	2233	exonic	6.44	1	1,1,1
ENSG00000197989.8	ENST00000474814.1	chr1:28905051-28908383	3	1903	1428	intergenic	6.44	1	1,1,1
ENSG00000197989.8	ENST00000481368.1	chr1:28905052-28908175	4	1588	1533	intergenic	0.65	1	1,1,1
ENSG00000197989.8	ENST00000481220.1	chr1:28905053-28908365	5	751	2558	intergenic	6.44	1	1,1,1
ENSG00000197989.8	ENST00000488745.1	chr1:28905053-28909495	6	1365	3073	intergenic	0.98	1	0,0,1
ENSG00000197989.8	ENST00000483436.1	chr1:28905058-28908330	6	682	2586	intergenic	6.44	1	1,1,1
ENSG00000197989.8	ENST00000464115.1	chr1:28906847-28908365	3	712	805	intergenic	6.44	0	0,1,0
ENSG00000197989.8	ENST00000461832.1	chr1:28906871-28908369	3	675	822	intergenic	6.44	0	1,1,1
ENSG00000229388.1	ENST00000420776.1	chr1:28969740-28975042	2	624	4678	intergenic	-2.32	1	1,1,1
ENSG00000229388.1	ENST00000427804.1	chr1:28972603-28975093	2	688	1802	intergenic	-0.96	1	0,0,1
ENSG00000226852.1	ENST00000443593.1	chr1:29194087-29197779	2	1746	1946	intergenic	10.76	0	0,0,1
ENSG00000233427.1	ENST00000418471.1	chr1:29196995-29203848	3	1085	5767	intergenic	4.89	0	0,0,0
ENSG00000225750.1	ENST00000413004.1	chr1:29471006-29473506	3	279	2220	intergenic	0	0	0,1,1
ENSG00000227637.1	ENST00000450108.1	chr1:29479001-29479503	2	320	182	intronic	0	0	0,0,0
ENSG00000237934.1	ENST00000427046.1	chr1:29550445-29551328	3	573	309	intronic	-1.12	1	0,0,0
ENSG00000230523.1	ENST00000417651.1	chr1:29656132-29676626	3	2148	18345	intergenic	4.13	1	0,1,0
ENSG00000228176.1	ENST00000422638.1	chr1:30181698-30182394	2	498	198	intergenic	0.14	1	0,1,0
ENSG00000233399.1	ENST00000445180.1	chr1:30486799-30510459	7	2519	21136	intergenic	4.89	1	0,0,1
ENSG00000233372.1	ENST00000441046.1	chr1:30613110-30614454	2	551	793	intergenic	-3.97	1	0,1,1
ENSG00000236335.1	ENST00000427319.1	chr1:30882407-30884485	3	507	1570	intergenic	-0.05	0	0,1,1
ENSG00000231949.1	ENST00000420354.1	chr1:30888672-30893955	3	481	4801	intergenic	-0.08	1	0,0,0
ENSG00000186056.4	ENST00000414532.1	chr1:31190940-31199591	5	4281	4367	exonic	18.17	1	0,0,1
ENSG00000186056.4	ENST00000454613.1	chr1:31191619-31199674	4	2131	5922	exonic	21.53	1	1,1,1
ENSG00000186056.4	ENST00000414763.1	chr1:31191629-31194570	2	887	2054	exonic	18.17	0	0,1,1
ENSG00000186056.4	ENST00000443076.1	chr1:31198567-31199211	2	454	190	intergenic	10.83	0	0,0,1
ENSG00000229607.1	ENST00000440358.1	chr1:31283225-31288400	2	444	4731	intergenic	-3.10	0	0,0,1
ENSG00000223382.1	ENST00000430320.1	chr1:31297075-31306693	4	670	8946	intergenic	-1.78	1	0,0,0
ENSG00000223382.1	ENST00000438790.1	chr1:31297522-31306580	3	446	8611	intergenic	-5.10	1	0,0,0
ENSG00000235143.1	ENST00000431202.1	chr1:31331005-31333101	2	1747	349	intergenic	1.61	1	0,0,0
ENSG00000229044.1	ENST00000430143.1	chr1:31805914-31819646	3	439	13292	exonic	5.22	0	0,1,1
ENSG00000228682.2	ENST00000418618.1	chr1:31971841-31974167	3	1166	1159	intergenic	39.07	1	1,1,1
ENSG00000223907.1	ENST00000412068.1	chr1:31984036-31989846	3	2741	3068	intergenic	4.78	0	0,0,0
ENSG00000223907.1	ENST00000417514.1	chr1:31987964-31989190	2	1122	104	intergenic	1.71	0	0,0,0
ENSG00000229167.1	ENST00000435872.1	chr1:32037186-32041174	3	591	3396	intergenic	2.65	0	0,1,1
ENSG00000235790.1	ENST00000445166.1	chr1:32121710-32125539	2	362	3467	intronic	-10.13	0	0,0,0
ENSG00000254545.1	ENST00000527035.1	chr1:32254731-32256923	2	537	1655	exonic	-2.27	0	0,0,1
ENSG00000203620.2	ENST00000453837.1	chr1:32307620-32321169	2	2257	11292	intergenic	2.25	0	0,0,1
ENSG00000228634.1	ENST00000447478.1	chr1:32398621-32399576	2	517	438	intronic	-6.61	0	0,1,0
ENSG00000203325.3	ENST00000366152.3	chr1:32517892-32539075	3	624	20558	intronic	5.34	0	0,1,0
ENSG00000224066.1	ENST00000373604.4	chr1:32670370-32671786	2	642	774	exonic	0.62	0	0,1,1
ENSG00000224066.1	ENST00000421616.1	chr1:32671099-32672415	4	786	528	exonic	4.40	0	0,0,1
ENSG00000235359.1	ENST00000458147.1	chr1:32786799-32788162	2	763	600	intronic	-4.30	0	0,0,0
ENSG00000233775.1	ENST00000448134.1	chr1:32814795-32816264	2	687	782	intergenic	-6.60	0	0,0,0
ENSG00000231176.1	ENST00000413329.1	chr1:32816855-32818023	3	660	507	intergenic	-0.31	0	0,0,0
ENSG00000224021.1	ENST00000421153.1	chr1:32817122-32819143	3	267	1753	intergenic	0	0	0,1,0
ENSG00000225828.1	ENST00000432622.1	chr1:32826871-32827844	3	699	273	exonic	33.11	0	1,1,1
ENSG00000225828.1	ENST00000416512.1	chr1:32826872-32829824	2	2759	193	exonic	32.74	0	0,1,1
ENSG00000225828.1	ENST00000428500.1	chr1:32826899-32827425	2	362	164	intergenic	1.61	0	1,1,1
ENSG00000225828.1	ENST00000415596.1	chr1:32827330-32829879	3	446	2102	exonic	7.08	0	0,1,1
ENSG00000224409.1	ENST00000421619.1	chr1:33183335-33190838	2	395	7108	intergenic	-1.09	0	0,1,0
ENSG00000236065.2	ENST00000427524.1	chr1:33452676-33498070	2	1680	43714	intronic	11.36	1	0,0,0
ENSG00000225313.1	ENST00000457957.1	chr1:33780296-33791644	2	552	10796	exonic	5.07	1	0,0,0
ENSG00000233246.1	ENST00000432703.1	chr1:33815953-33828846	3	490	12402	intronic	0.53	1	0,0,1
ENSG00000231163.1	ENST00000425631.1	chr1:34334554-34351059	8	1367	15132	intronic	0.94	1	0,0,0
ENSG00000231163.1	ENST00000434181.1	chr1:34335798-34339368	3	655	2914	intronic	-1.13	0	0,0,0
ENSG00000231163.1	ENST00000432447.1	chr1:34335827-34339309	3	500	2981	intronic	-1.13	0	0,0,0
ENSG00000231163.1	ENST00000414868.1	chr1:34335827-34339412	3	546	3038	intronic	-1.13	0	0,0,0
ENSG00000231163.1	ENST00000438719.1	chr1:34336152-34339248	2	558	2538	intronic	-1.13	0	0,0,1
ENSG00000231163.1	ENST00000431046.1	chr1:34341067-34351024	3	646	9310	intronic	0.94	1	0,0,0
ENSG00000255811.1	ENST00000542839.1	chr1:35227027-35253698	2	560	26111	exonic	4.21	0	0,1,1
ENSG00000230163.1	ENST00000429293.1	chr1:35316295-35317156	2	720	141	intergenic	-3.96	0	0,1,0
ENSG00000241014.1	ENST00000311990.4	chr1:35441300-35444307	3	1887	1119	intergenic	42.55	0	0,1,1
ENSG00000227409.1	ENST00000432683.1	chr1:35824423-35831678	2	459	6796	exonic	-1.44	0	0,0,0
ENSG00000239636.1	ENST00000425881.1	chr1:36035414-36039348	2	283	3651	exonic	-1.65	1	0,0,1
ENSG00000239636.1	ENST00000444348.1	chr1:36035416-36043330	3	852	7061	exonic	4.47	1	1,1,1
ENSG00000225306.1	ENST00000452217.1	chr1:36057977-36059256	2	436	843	intronic	0	0	0,1,0
ENSG00000232335.1	ENST00000373226.2	chr1:36204990-36209177	2	539	3648	exonic	2.31	1	0,0,0
ENSG00000242815.1	ENST00000446354.1	chr1:36546712-36547923	2	498	713	intergenic	-0.81	0	0,0,1
ENSG00000234481.1	ENST00000451375.1	chr1:37238741-37241369	2	463	2165	intergenic	2.10	0	0,0,0
ENSG00000223944.1	ENST00000413901.1	chr1:37728340-37790701	4	596	61763	intergenic	-3.09	0	0,0,0
ENSG00000233621.1	ENST00000424989.1	chr1:37920480-37940012	3	1395	18136	intergenic	1.13	1	1,1,1
ENSG00000233728.1	ENST00000433474.1	chr1:38265392-38266551	2	700	459	exonic	-1.45	0	0,0,0
ENSG00000230955.1	ENST00000419993.1	chr1:38326369-38327252	2	481	402	exonic	-3.29	1	0,1,0
ENSG00000224592.1	ENST00000432922.1	chr1:38512986-38571406	4	593	57825	intergenic	1.22	0	0,1,0
ENSG00000224592.1	ENST00000428151.1	chr1:38513097-38584697	5	573	71024	intergenic	1.22	0	0,1,0
ENSG00000237290.1	ENST00000431311.1	chr1:38674706-38680439	4	2283	3448	intergenic	4.43	1	0,0,0
ENSG00000238063.1	ENST00000452971.1	chr1:38940868-38942156	3	790	497	intergenic	-0.58	1	0,0,1
ENSG00000228436.1	ENST00000433671.1	chr1:39325672-39385068	4	631	58763	exonic	9.12	0	1,1,1
ENSG00000228436.1	ENST00000456813.1	chr1:39325755-39341896	2	441	15700	exonic	2.63	0	1,1,1
ENSG00000228436.1	ENST00000443161.1	chr1:39339114-39341898	2	424	2360	exonic	2.63	0	0,1,1
ENSG00000226438.1	ENST00000289890.7	chr1:39715510-39723321	3	558	7252	exonic	-1.20	1	0,1,0
ENSG00000182109.3	ENST00000441741.1	chr1:39987952-39990548	4	493	2101	exonic	0	1	0,0,1
ENSG00000182109.3	ENST00000331856.2	chr1:39987952-39991357	3	2241	1163	exonic	0.32	1	0,0,1
ENSG00000182109.3	ENST00000458207.1	chr1:39987952-40002954	5	693	14306	exonic	-1.51	1	0,0,1
ENSG00000182109.3	ENST00000450157.1	chr1:39987952-40007432	4	599	18879	exonic	-7.02	1	0,0,1
ENSG00000182109.3	ENST00000431553.1	chr1:39987952-40007513	3	497	19063	exonic	0.66	1	0,0,1
ENSG00000182109.3	ENST00000417869.1	chr1:39987952-40011433	4	487	22992	exonic	3.64	1	0,0,1
ENSG00000182109.3	ENST00000440190.1	chr1:39987952-40011859	2	681	23226	exonic	19.20	1	0,0,1
ENSG00000228060.1	ENST00000415255.1	chr1:40030832-40038875	4	551	7490	exonic	-1.62	0	0,1,1
ENSG00000225903.1	ENST00000424418.1	chr1:40099088-40099575	2	304	183	intronic	1.12	0	0,0,0
ENSG00000236546.1	ENST00000418255.1	chr1:40363417-40364770	2	785	568	exonic	-0.11	1	0,0,1
ENSG00000225627.1	ENST00000435785.1	chr1:40747986-40749177	2	451	740	intronic	-6.38	0	0,1,0
ENSG00000238287.1	ENST00000450713.1	chr1:40958829-40974333	2	605	14899	intronic	-11.49	0	0,1,0
ENSG00000227278.1	ENST00000453437.1	chr1:40980133-40980729	2	432	164	exonic	4.06	1	0,1,0
ENSG00000238186.1	ENST00000437060.1	chr1:40981426-40982846	2	546	874	exonic	-2.01	0	0,0,0
ENSG00000237899.1	ENST00000440100.1	chr1:41134761-41153260	5	471	18025	intergenic	1.35	0	0,1,0
ENSG00000229528.1	ENST00000414199.1	chr1:41329586-41342342	3	471	12284	intergenic	-4.37	1	0,0,1
ENSG00000235358.1	ENST00000425554.1	chr1:41708045-41730230	3	623	21561	intergenic	-0.26	1	0,1,1
ENSG00000235358.1	ENST00000445073.1	chr1:41708247-41750533	2	709	41577	intergenic	0	0	0,1,1
ENSG00000235358.1	ENST00000422305.1	chr1:41726453-41730225	3	514	3257	intergenic	5.60	1	0,0,1
ENSG00000229901.1	ENST00000429109.1	chr1:41840676-41841341	2	394	271	intronic	-3.51	1	0,0,1
ENSG00000230881.1	ENST00000440249.1	chr1:42001114-42001539	2	265	160	intronic	-13.69	0	0,1,0
ENSG00000227527.1	ENST00000436207.1	chr1:42801057-42804047	2	660	2330	intronic	4.19	0	0,0,1
ENSG00000234917.1	ENST00000414339.1	chr1:43144406-43147325	2	596	2323	intergenic	-11.74	1	0,1,1
ENSG00000234866.1	ENST00000436098.1	chr1:43221886-43222881	2	465	530	intronic	-1.23	0	0,1,1
ENSG00000228452.1	ENST00000447572.1	chr1:43241484-43242461	2	484	493	intronic	0.09	1	0,0,0
ENSG00000243153.1	ENST00000414798.1	chr1:43300352-43312093	2	514	11227	exonic	0.30	0	0,1,0
ENSG00000241784.1	ENST00000416809.1	chr1:43302603-43312033	3	622	8807	exonic	-10.00	0	1,1,1
ENSG00000228192.2	ENST00000425076.1	chr1:43307569-43312058	5	536	3950	exonic	-3.97	0	1,1,1
ENSG00000228192.2	ENST00000444563.1	chr1:43307569-43312058	5	610	3876	exonic	-3.97	0	1,1,1
ENSG00000227533.1	ENST00000431759.1	chr1:43424720-43449029	4	1124	23183	intergenic	1.62	0	1,1,1
ENSG00000227533.1	ENST00000416689.1	chr1:43424775-43442099	3	3075	14248	intergenic	1.62	0	0,1,0
ENSG00000234694.1	ENST00000424948.1	chr1:43820355-43824329	3	661	3312	intergenic	3.05	1	1,1,1
ENSG00000229431.1	ENST00000436713.1	chr1:43850784-43854826	4	731	3309	exonic	-1.41	1	0,1,0
ENSG00000229372.1	ENST00000396885.2	chr1:43913447-43914315	2	699	169	exonic	5.02	1	0,1,1
ENSG00000229348.1	ENST00000444386.1	chr1:43919598-43922666	2	545	2523	exonic	-1.74	1	0,1,0
ENSG00000236200.1	ENST00000398804.3	chr1:44165436-44173809	5	592	7778	exonic	7.25	0	0,1,1
ENSG00000236200.1	ENST00000439057.1	chr1:44165594-44173012	5	686	6729	exonic	7.25	0	0,1,0
ENSG00000236200.1	ENST00000434346.1	chr1:44167768-44170140	3	833	1538	exonic	0.32	0	0,1,1
ENSG00000236200.1	ENST00000453015.1	chr1:44169066-44170417	2	647	704	exonic	8.52	0	0,1,1
ENSG00000236200.1	ENST00000418149.1	chr1:44169985-44173001	2	416	2600	exonic	4.66	1	1,1,1
ENSG00000229444.1	ENST00000437753.1	chr1:44175063-44193014	4	469	17480	intronic	-2.31	0	0,0,1
ENSG00000237950.1	ENST00000446167.1	chr1:44410042-44411974	2	486	1446	intergenic	-2.67	1	0,0,1
ENSG00000237950.1	ENST00000445226.1	chr1:44410044-44411958	3	294	1619	intergenic	-2.67	1	0,0,1
ENSG00000237950.1	ENST00000412378.1	chr1:44410046-44412223	2	494	1683	intergenic	0	1	1,1,1
ENSG00000230615.1	ENST00000434244.1	chr1:44509600-44570647	7	2644	58398	intergenic	15.73	1	0,0,0
ENSG00000230615.1	ENST00000431800.1	chr1:44514049-44542084	3	674	27360	intergenic	-1.40	1	1,1,1
ENSG00000230615.1	ENST00000437643.1	chr1:44514064-44541950	4	614	27270	intergenic	3.70	0	0,1,1
ENSG00000230615.1	ENST00000453688.1	chr1:44516786-44541864	4	654	24422	intergenic	-3.53	0	0,0,1
ENSG00000230615.1	ENST00000447959.1	chr1:44516787-44542142	2	760	24595	intergenic	3.45	1	0,0,1
ENSG00000233602.1	ENST00000414156.1	chr1:44709080-44709945	2	619	246	intronic	5.87	0	0,0,0
ENSG00000250809.1	ENST00000511004.1	chr1:44964642-44969005	2	4223	140	intronic	8.15	0	0,0,1
ENSG00000225721.1	ENST00000440985.1	chr1:45224709-45227849	3	510	2629	exonic	-0.63	0	0,0,1
ENSG00000225721.1	ENST00000428791.1	chr1:45224796-45241482	3	580	16105	exonic	-0.10	0	0,1,1
ENSG00000246279.1	ENST00000501044.1	chr1:45769863-45771290	2	1200	227	intergenic	3.84	0	1,1,1
ENSG00000230896.1	ENST00000430643.1	chr1:46160356-46162747	2	598	1793	intronic	0	0	0,0,1
ENSG00000226957.1	ENST00000450004.1	chr1:46512490-46514040	2	649	901	intronic	-1.97	0	0,0,0
ENSG00000227857.1	ENST00000452785.1	chr1:46599043-46604753	3	359	5350	intronic	-6.59	1	0,0,1
ENSG00000224863.1	ENST00000416581.1	chr1:46912345-46915376	3	1129	1901	intergenic	5.36	1	0,0,0
ENSG00000225667.1	ENST00000455247.1	chr1:46921495-46948147	2	354	26298	intergenic	0	0	0,0,1
ENSG00000235894.1	ENST00000429472.1	chr1:47004368-47035926	8	2624	28928	exonic	1.75	1	0,0,1
ENSG00000186118.6	ENST00000334122.4	chr1:47137500-47139266	2	866	900	intronic	21.85	1	0,0,0
ENSG00000186118.6	ENST00000415500.1	chr1:47137531-47139148	2	566	1051	intronic	11.79	0	0,0,0
ENSG00000228237.1	ENST00000442839.1	chr1:47139708-47157770	3	500	17561	exonic	0.19	1	0,0,0
ENSG00000228237.1	ENST00000418985.1	chr1:47139800-47157769	4	491	17476	exonic	-0.67	1	0,0,0
ENSG00000225506.1	ENST00000444042.1	chr1:47643841-47644943	2	363	739	intergenic	-2.88	0	0,1,0
ENSG00000224805.1	ENST00000429328.1	chr1:47644922-47645829	2	479	428	intergenic	3.85	0	0,1,0
ENSG00000226252.1	ENST00000422216.1	chr1:47691469-47696422	2	4036	917	exonic	6.56	1	0,1,0
ENSG00000225762.1	ENST00000420876.1	chr1:47846600-47874149	3	483	27065	intergenic	1.83	0	0,0,0
ENSG00000237424.1	ENST00000445551.1	chr1:47897805-47900313	1	2509	0	intergenic	7.03	1	0,0,1
ENSG00000227947.1	ENST00000454285.1	chr1:48154135-48169055	3	815	14104	intergenic	2.79	0	0,0,0
ENSG00000223814.1	ENST00000438589.1	chr1:48226804-48231219	2	407	4008	intergenic	0	0	0,0,0
ENSG00000204018.5	ENST00000371865.3	chr1:48231308-48267295	5	1158	34826	intergenic	56.23	1	0,1,1
ENSG00000225028.1	ENST00000445070.1	chr1:48283738-48285909	2	1807	364	intergenic	0.44	0	0,1,0
ENSG00000226133.1	ENST00000456803.1	chr1:48519217-48522448	4	513	2716	intergenic	-1.95	0	0,0,0
ENSG00000226133.1	ENST00000439795.1	chr1:48519881-48532873	3	789	12202	intergenic	-1.70	0	0,1,0
ENSG00000231413.1	ENST00000455238.1	chr1:48544459-48547868	2	292	3117	intergenic	-3.60	0	0,1,0
ENSG00000215889.4	ENST00000452503.1	chr1:48567387-48627543	5	645	59508	intergenic	0	0	0,0,1
ENSG00000223720.1	ENST00000431986.1	chr1:48671637-48672515	3	270	607	intergenic	0	0	0,1,1
ENSG00000229846.1	ENST00000456002.1	chr1:49513988-49653257	3	713	138555	intronic	2.20	0	0,0,1
ENSG00000230114.1	ENST00000420071.1	chr1:49723083-49734957	4	566	11306	intronic	-3.91	0	0,0,0
ENSG00000225623.1	ENST00000457061.1	chr1:49839873-49937757	4	514	97368	intronic	-4.13	0	0,0,1
ENSG00000237337.1	ENST00000442477.1	chr1:50639978-50641540	2	858	704	intronic	-1.70	0	0,0,0
ENSG00000233407.1	ENST00000440897.1	chr1:50671756-50688799	2	250	16793	intergenic	0	0	0,0,0
ENSG00000225767.1	ENST00000424664.1	chr1:50927141-50936822	5	503	9175	intronic	-1.77	0	0,1,0
ENSG00000203356.2	ENST00000366181.2	chr1:51660767-51700768	2	2366	37635	intergenic	2.09	0	0,0,0
ENSG00000236434.1	ENST00000422306.1	chr1:51730588-51731705	2	393	724	intronic	-17.78	0	0,0,0
ENSG00000230272.1	ENST00000453573.1	chr1:51731525-51732716	2	579	612	intronic	0	0	0,0,0
ENSG00000228298.1	ENST00000413652.1	chr1:51795326-51800996	3	812	4857	exonic	0.93	0	0,1,0
ENSG00000228298.1	ENST00000453829.1	chr1:51795422-51796953	3	554	976	exonic	-7.55	0	0,1,1
ENSG00000238140.1	ENST00000424246.1	chr1:51927393-51929088	2	678	1017	intronic	-8.03	0	0,1,1
ENSG00000227070.1	ENST00000415031.1	chr1:51983981-52026633	2	255	42397	intronic	0	0	0,1,0
ENSG00000227070.1	ENST00000426017.1	chr1:51984055-52027301	3	362	42883	intronic	0	0	1,1,1
ENSG00000231730.1	ENST00000416072.1	chr1:52259721-52264173	2	573	3879	exonic	5.20	1	0,0,0
ENSG00000223390.1	ENST00000425802.1	chr1:52499063-52509951	2	762	10126	exonic	27.91	0	0,1,0
ENSG00000232993.1	ENST00000447867.1	chr1:53535610-53551174	2	467	15097	exonic	0	0	0,1,0
ENSG00000235563.1	ENST00000439621.1	chr1:53580248-53584281	2	1871	2162	exonic	14.44	0	0,0,1
ENSG00000236723.1	ENST00000452466.1	chr1:53676128-53679447	2	524	2795	exonic	3.90	0	0,0,0
ENSG00000226754.1	ENST00000458151.1	chr1:53704282-53708455	3	1181	2991	intergenic	5.69	1	1,1,1
ENSG00000234578.1	ENST00000432653.1	chr1:53733607-53734273	2	470	196	intronic	-5.24	1	0,0,0
ENSG00000228838.1	ENST00000421637.1	chr1:53753696-53755378	2	675	1007	exonic	0.19	0	0,1,0
ENSG00000225030.1	ENST00000450469.1	chr1:53757463-53757810	2	237	110	intronic	-1.94	0	0,1,1
ENSG00000232762.1	ENST00000446686.1	chr1:53770208-53773134	6	752	2170	intronic	3.27	0	0,0,0
